gas_raw,temp_c,flame,gas_avg,temp_avg,dGas,dTemp,label_name,water level
809,40.3,0,827.6,41.7,12.2,-0.66,GAS_LEAK,259
932,36.6,0,857,40,29.4,-1.66,GAS_LEAK,244
915,42.1,0,874.2,40.4,17.2,0.34,GAS_LEAK,215
859,36.2,0,875.2,39.5,1,-0.86,GAS_LEAK,270
676,40.6,0,838.2,39.2,-37,-0.36,GAS_LEAK,127
759,27.2,0,828.2,36.5,-10,-2.62,GAS_LEAK,239
843,38,0,810.4,36.8,-17.8,0.28,GAS_LEAK,221
889,45.9,0,805.2,37.6,-5.2,0.76,GAS_LEAK,213
746,39.4,0,782.6,38.2,-22.6,0.64,GAS_LEAK,262
779,31.6,0,803.2,36.4,20.6,-1.8,GAS_LEAK,143
827,44,0,816.8,39.8,13.6,3.36,GAS_LEAK,245
847,42.8,0,817.6,40.7,0.8,0.96,GAS_LEAK,298
913,50.9,0,822.4,41.7,4.8,1,GAS_LEAK,166
891,34.9,0,851.4,40.8,29,-0.9,GAS_LEAK,207
705,40.5,0,836.6,42.6,-14.8,1.78,GAS_LEAK,242
795,53.6,0,830.2,44.5,-6.4,1.92,GAS_LEAK,113
902,48.8,0,841.2,45.7,11,1.2,GAS_LEAK,231
885,37,0,835.6,43,-5.6,-2.78,GAS_LEAK,110
899,32.7,0,837.2,42.5,1.6,-0.44,GAS_LEAK,100
1006,52.4,0,897.4,44.9,60.2,2.38,GAS_LEAK,228
873,37.3,0,913,41.6,15.6,-3.26,GAS_LEAK,278
947,45.9,0,922,41.1,9,-0.58,GAS_LEAK,198
938,29.3,0,932.6,39.5,10.6,-1.54,GAS_LEAK,252
943,37.1,0,941.4,40.4,8.8,0.88,GAS_LEAK,151
891,49.3,0,918.4,39.8,-23,-0.62,GAS_LEAK,169
820,37.5,0,907.8,39.8,-10.6,0.04,GAS_LEAK,119
839,42.5,0,886.2,39.1,-21.6,-0.68,GAS_LEAK,239
718,45.6,0,842.2,42.4,-44,3.26,GAS_LEAK,126
921,42.6,0,837.8,43.5,-4.4,1.1,GAS_LEAK,151
801,38,0,819.8,41.2,-18,-2.26,GAS_LEAK,138
794,38.7,0,814.6,41.5,-5.2,0.24,GAS_LEAK,230
888,40.6,0,824.4,41.1,9.8,-0.38,GAS_LEAK,223
708,36.7,0,822.4,39.3,-2,-1.78,GAS_LEAK,159
821,37,0,802.4,38.2,-20,-1.12,GAS_LEAK,172
737,33,0,789.6,37.2,-12.8,-1,GAS_LEAK,122
925,44.8,0,815.8,38.4,26.2,1.22,GAS_LEAK,125
789,39.2,0,796,38.1,-19.8,-0.28,GAS_LEAK,196
807,39.6,0,815.8,38.7,19.8,0.58,GAS_LEAK,146
995,49.7,0,850.6,41.3,34.8,2.54,GAS_LEAK,182
919,35.8,0,887,41.8,36.4,0.56,GAS_LEAK,152
918,48,0,885.6,42.5,-1.4,0.64,GAS_LEAK,148
766,48.7,0,881,44.4,-4.6,1.9,GAS_LEAK,201
864,36.5,0,892.4,43.7,11.4,-0.62,GAS_LEAK,137
908,42.3,0,875,42.3,-17.4,-1.48,GAS_LEAK,206
867,39.7,0,864.6,43,-10.4,0.78,GAS_LEAK,235
867,30.1,0,854.4,39.5,-10.2,-3.58,GAS_LEAK,147
754,41.3,0,852,38,-2.4,-1.48,GAS_LEAK,105
960,33.5,0,871.2,37.4,19.2,-0.6,GAS_LEAK,103
765,44.6,0,842.6,37.8,-28.6,0.46,GAS_LEAK,205
834,57.1,0,836,41.3,-6.6,3.48,GAS_LEAK,173
854,36.7,0,833.4,42.6,-2.6,1.32,GAS_LEAK,170
1023,45.5,0,887.2,43.5,53.8,0.84,GAS_LEAK,299
947,49.8,0,884.6,46.7,-2.6,3.26,GAS_LEAK,225
909,42.4,0,913.4,46.3,28.8,-0.44,GAS_LEAK,255
857,35,0,918,41.9,4.6,-4.42,GAS_LEAK,245
909,44,0,929,43.3,11,1.46,GAS_LEAK,212
994,37.5,0,923.2,41.7,-5.8,-1.6,GAS_LEAK,165
858,44.5,0,905.4,40.7,-17.8,-1.06,GAS_LEAK,140
842,41.9,0,892,40.6,-13.4,-0.1,GAS_LEAK,232
881,39.6,0,896.8,41.5,4.8,0.92,GAS_LEAK,255
927,35.9,0,900.4,39.9,3.6,-1.62,GAS_LEAK,151
868,28.3,0,875.2,38,-25.2,-1.84,GAS_LEAK,278
788,39,0,861.2,36.9,-14,-1.1,GAS_LEAK,300
863,40.4,0,865.4,36.6,4.2,-0.3,GAS_LEAK,253
877,39,0,864.6,36.5,-0.8,-0.12,GAS_LEAK,108
820,50.3,0,843.2,39.4,-21.4,2.88,GAS_LEAK,140
906,37.7,0,850.8,41.3,7.6,1.88,GAS_LEAK,128
716,42.3,0,836.4,41.9,-14.4,0.66,GAS_LEAK,186
764,34.2,0,816.6,40.7,-19.8,-1.24,GAS_LEAK,209
849,56.1,0,811,44.1,-5.6,3.42,GAS_LEAK,181
710,39.8,0,789,42,-22,-2.1,GAS_LEAK,272
929,23.9,0,793.6,39.3,4.6,-2.76,GAS_LEAK,139
740,36.2,0,798.4,38,4.8,-1.22,GAS_LEAK,135
816,39.6,0,808.8,39.1,10.4,1.08,GAS_LEAK,282
774,35.4,0,793.8,35,-15,-4.14,GAS_LEAK,225
866,35.9,0,825,34.2,31.2,-0.78,GAS_LEAK,130
894,41.8,0,818,37.8,-7,3.58,GAS_LEAK,129
679,37.7,0,805.8,38.1,-12.2,0.3,GAS_LEAK,241
903,36.8,0,823.2,37.5,17.4,-0.56,GAS_LEAK,111
980,32.3,0,864.4,36.9,41.2,-0.62,GAS_LEAK,177
1017,43.8,0,894.6,38.5,30.2,1.58,GAS_LEAK,148
752,40.5,0,866.2,38.2,-28.4,-0.26,GAS_LEAK,278
650,37.3,0,860.4,38.1,-5.8,-0.08,GAS_LEAK,264
718,49.4,0,823.4,40.7,-37,2.52,GAS_LEAK,178
909,34.1,0,809.2,41,-14.2,0.36,GAS_LEAK,225
903,39,0,786.4,40.1,-22.8,-0.96,GAS_LEAK,124
993,31.2,0,834.6,38.2,48.2,-1.86,GAS_LEAK,124
768,46.3,0,858.2,40,23.6,1.8,GAS_LEAK,116
820,40.6,0,878.6,38.2,20.4,-1.76,GAS_LEAK,183
994,38.3,0,895.6,39.1,17,0.84,GAS_LEAK,277
811,30.8,0,877.2,37.4,-18.4,-1.64,GAS_LEAK,100
839,45.3,0,846.4,40.3,-30.8,2.82,GAS_LEAK,169
977,42.7,0,888.2,39.5,41.8,-0.72,GAS_LEAK,300
893,41.7,0,902.8,39.8,14.6,0.22,GAS_LEAK,250
926,47.8,0,889.2,41.7,-13.6,1.9,GAS_LEAK,213
926,40.9,0,912.2,43.7,23,2.02,GAS_LEAK,253
913,41.2,0,927,42.9,14.8,-0.82,GAS_LEAK,134
948,42.5,0,921.2,42.8,-5.8,-0.04,GAS_LEAK,287
844,41.2,0,911.4,42.7,-9.8,-0.1,GAS_LEAK,162
835,51.4,0,893.2,43.4,-18.2,0.72,GAS_LEAK,289
818,43.9,0,871.6,44,-21.6,0.6,GAS_LEAK,152
866,43.3,0,862.2,44.5,-9.4,0.42,GAS_LEAK,257
878,53,0,848.2,46.6,-14,2.1,GAS_LEAK,114
1023,37.7,0,884,45.9,35.8,-0.7,GAS_LEAK,242
680,39.7,0,853,43.5,-31,-2.34,GAS_LEAK,223
857,52.1,0,860.8,45.2,7.8,1.64,GAS_LEAK,237
753,40,0,838.2,44.5,-22.6,-0.66,GAS_LEAK,237
688,40.9,0,800.2,42.1,-38,-2.42,GAS_LEAK,236
1012,40.8,0,798,42.7,-2.2,0.62,GAS_LEAK,281
799,35,0,821.8,41.8,23.8,-0.94,GAS_LEAK,282
773,43.3,0,805,40,-16.8,-1.76,GAS_LEAK,197
902,39,0,834.8,39.8,29.8,-0.2,GAS_LEAK,168
837,40.2,0,864.6,39.7,29.8,-0.14,GAS_LEAK,117
650,44.9,0,792.2,40.5,-72.4,0.82,GAS_LEAK,193
924,32.2,0,817.2,39.9,25,-0.56,GAS_LEAK,299
803,29.6,0,823.2,37.2,6,-2.74,GAS_LEAK,192
834,48.7,0,809.6,39.1,-13.6,1.94,GAS_LEAK,266
794,38.8,0,801,38.8,-8.6,-0.28,GAS_LEAK,283
1023,47,0,875.6,39.3,74.6,0.42,GAS_LEAK,268
911,56,0,873,44,-2.6,4.76,GAS_LEAK,164
870,45.6,0,886.4,47.2,13.4,3.2,GAS_LEAK,201
878,46.5,0,895.2,46.8,8.8,-0.44,GAS_LEAK,237
985,40.6,0,933.4,47.1,38.2,0.36,GAS_LEAK,243
912,37.3,0,911.2,45.2,-22.2,-1.94,GAS_LEAK,217
724,46.5,0,873.8,43.3,-37.4,-1.9,GAS_LEAK,242
836,29.9,0,867,40.2,-6.8,-3.14,GAS_LEAK,144
851,35.2,0,861.6,37.9,-5.4,-2.26,GAS_LEAK,295
871,51,0,838.8,40,-22.8,2.08,GAS_LEAK,221
891,24.9,0,834.6,37.5,-4.2,-2.48,GAS_LEAK,289
902,36.5,0,870.2,35.5,35.6,-2,GAS_LEAK,257
891,46.7,0,881.2,38.9,11,3.36,GAS_LEAK,300
839,42.1,0,878.8,40.2,-2.4,1.38,GAS_LEAK,115
825,41.9,0,869.6,38.4,-9.2,-1.82,GAS_LEAK,139
937,46.4,0,878.8,42.7,9.2,4.3,GAS_LEAK,134
905,42.4,0,879.4,43.9,0.6,1.18,GAS_LEAK,113
869,43.3,0,875,43.2,-4.4,-0.68,GAS_LEAK,122
748,43.3,0,856.8,43.5,-18.2,0.24,GAS_LEAK,182
902,35.9,0,872.2,42.3,15.4,-1.2,GAS_LEAK,283
861,48.1,0,857,42.6,-15.2,0.34,GAS_LEAK,245
744,39.2,0,824.8,42,-32.2,-0.64,GAS_LEAK,209
931,40.9,0,837.2,41.5,12.4,-0.48,GAS_LEAK,239
959,29.3,0,879.4,38.7,42.2,-2.8,GAS_LEAK,159
962,44.2,0,891.4,40.3,12,1.66,GAS_LEAK,128
871,32.1,0,893.4,37.1,2,-3.2,GAS_LEAK,140
708,41.9,0,886.2,37.7,-7.2,0.54,GAS_LEAK,136
1023,37.9,0,904.6,37.1,18.4,-0.6,GAS_LEAK,180
855,39.8,0,883.8,39.2,-20.8,2.1,GAS_LEAK,112
853,39.9,0,862,38.3,-21.8,-0.86,GAS_LEAK,102
837,49.9,0,855.2,41.9,-6.8,3.56,GAS_LEAK,223
909,30,0,895.4,39.5,40.2,-2.38,GAS_LEAK,121
848,44.8,0,860.4,40.9,-35,1.38,GAS_LEAK,208
866,42.4,0,862.6,41.4,2.2,0.52,GAS_LEAK,193
1023,48,0,896.6,43,34,1.62,GAS_LEAK,195
909,45.7,0,911,42.2,14.4,-0.84,GAS_LEAK,270
710,40.1,0,871.2,44.2,-39.8,2.02,GAS_LEAK,269
708,29.6,0,843.2,41.2,-28,-3.04,GAS_LEAK,252
939,43.7,0,857.8,41.4,14.6,0.26,GAS_LEAK,229
934,37.6,0,840,39.3,-17.8,-2.08,GAS_LEAK,134
734,40.6,0,805,38.3,-35,-1.02,GAS_LEAK,293
959,48.8,0,854.8,40.1,49.8,1.74,GAS_LEAK,118
893,41,0,891.8,42.3,37,2.28,GAS_LEAK,208
864,50.4,0,876.8,43.7,-15,1.34,GAS_LEAK,281
903,43.8,0,870.6,44.9,-6.2,1.24,GAS_LEAK,163
862,41.4,0,896.2,45.1,25.6,0.16,GAS_LEAK,224
858,41.7,0,876,43.7,-20.2,-1.42,GAS_LEAK,260
747,44.2,0,846.8,44.3,-29.2,0.64,GAS_LEAK,241
759,45,0,825.8,43.2,-21,-1.08,GAS_LEAK,245
935,40.3,0,832.2,42.5,6.4,-0.7,GAS_LEAK,170
881,43.4,0,836,42.9,3.8,0.4,GAS_LEAK,109
898,44.6,0,844,43.5,8,0.58,GAS_LEAK,246
897,41.9,0,874,43,30,-0.46,GAS_LEAK,130
851,42.1,0,892.4,42.5,18.4,-0.58,GAS_LEAK,267
1010,46.4,0,907.4,43.7,15,1.22,GAS_LEAK,241
1023,46.7,0,935.8,44.3,28.4,0.66,GAS_LEAK,180
878,45.8,0,931.8,44.6,-4,0.24,GAS_LEAK,137
662,41.1,0,884.8,44.4,-47,-0.16,GAS_LEAK,134
892,44.1,0,893,44.8,8.2,0.4,GAS_LEAK,118
1003,44.9,0,891.6,44.5,-1.4,-0.3,GAS_LEAK,299
855,41.1,0,858,43.4,-33.6,-1.12,GAS_LEAK,284
840,32.3,0,850.4,40.7,-7.6,-2.7,GAS_LEAK,136
849,46.4,0,887.8,41.8,37.4,1.06,GAS_LEAK,209
812,35.1,0,871.8,40,-16,-1.8,GAS_LEAK,130
796,40.3,0,830.4,39,-41.4,-0.92,GAS_LEAK,227
861,48.5,0,831.6,40.5,1.2,1.48,GAS_LEAK,239
742,37.5,0,812,41.6,-19.6,1.04,GAS_LEAK,227
950,44.3,0,832.2,41.1,20.2,-0.42,GAS_LEAK,238
820,44.8,0,833.8,43.1,1.6,1.94,GAS_LEAK,283
865,36.4,0,847.6,42.3,13.8,-0.78,GAS_LEAK,193
743,39.8,0,824,40.6,-23.6,-1.74,GAS_LEAK,249
832,41.4,0,842,41.3,18,0.78,GAS_LEAK,271
911,43.9,0,834.2,41.3,-7.8,-0.08,GAS_LEAK,266
874,48.7,0,845,42,10.8,0.78,GAS_LEAK,185
926,38.6,0,857.2,42.5,12.2,0.44,GAS_LEAK,283
880,48.4,0,884.6,44.2,27.4,1.72,GAS_LEAK,204
657,46.8,0,849.6,45.3,-35,1.08,GAS_LEAK,297
866,38.9,0,840.6,44.3,-9,-1,GAS_LEAK,175
1023,35.9,0,870.4,41.7,29.8,-2.56,GAS_LEAK,287
929,42.4,0,871,42.5,0.6,0.76,GAS_LEAK,154
894,40.7,0,873.8,40.9,2.8,-1.54,GAS_LEAK,239
814,37.8,0,905.2,39.1,31.4,-1.8,GAS_LEAK,235
794,46.6,0,890.8,40.7,-14.4,1.54,GAS_LEAK,276
847,53.2,0,855.6,44.1,-35.2,3.46,GAS_LEAK,248
778,42.9,0,825.4,44.2,-30.2,0.1,GAS_LEAK,113
952,34.2,0,837,42.9,11.6,-1.3,GAS_LEAK,126
914,41.4,0,857,43.7,20,0.72,GAS_LEAK,297
875,45.1,0,873.2,43.4,16.2,-0.3,GAS_LEAK,135
899,46.4,0,883.6,42,10.4,-1.36,GAS_LEAK,231
738,36.3,0,875.6,40.7,-8,-1.32,GAS_LEAK,123
688,34,0,822.8,40.6,-52.8,-0.04,GAS_LEAK,147
959,44.8,0,831.8,41.3,9,0.68,GAS_LEAK,227
912,47,0,839.2,41.7,7.4,0.38,GAS_LEAK,212
791,44.8,0,817.6,41.4,-21.6,-0.32,GAS_LEAK,259
769,37.4,0,823.8,41.6,6.2,0.22,GAS_LEAK,168
821,45.4,0,850.4,43.9,26.6,2.28,GAS_LEAK,190
931,40.9,0,844.8,43.1,-5.6,-0.78,GAS_LEAK,154
936,38.8,0,849.6,41.5,4.8,-1.64,GAS_LEAK,154
773,49.6,0,846,42.4,-3.6,0.96,GAS_LEAK,259
976,58,0,887.4,46.5,41.4,4.12,GAS_LEAK,279
783,44.8,0,879.8,46.4,-7.6,-0.12,GAS_LEAK,202
994,53.1,0,892.4,48.9,12.6,2.44,GAS_LEAK,180
945,41.4,0,894.2,49.4,1.8,0.52,GAS_LEAK,190
905,43.4,0,920.6,48.1,26.4,-1.24,GAS_LEAK,130
1023,45.8,0,930,45.7,9.4,-2.44,GAS_LEAK,191
783,48.4,0,930,46.4,0,0.72,GAS_LEAK,263
901,34.3,0,911.4,42.7,-18.6,-3.76,GAS_LEAK,243
839,32.7,0,890.2,40.9,-21.2,-1.74,GAS_LEAK,279
830,41.1,0,875.2,40.5,-15,-0.46,GAS_LEAK,247
787,41.1,0,828,39.5,-47.2,-0.94,GAS_LEAK,118
868,47.8,0,845,39.4,17,-0.12,GAS_LEAK,171
911,37.4,0,847,40,2,0.62,GAS_LEAK,190
1022,30.2,0,883.6,39.5,36.6,-0.5,GAS_LEAK,170
819,51,0,881.4,41.5,-2.2,1.98,GAS_LEAK,155
828,43.1,0,889.6,41.9,8.2,0.4,GAS_LEAK,203
812,37.6,0,878.4,39.9,-11.2,-2.04,GAS_LEAK,107
667,36.3,0,829.6,39.6,-48.8,-0.22,GAS_LEAK,153
856,41.2,0,796.4,41.8,-33.2,2.2,GAS_LEAK,108
659,28.3,0,764.4,37.3,-32,-4.54,GAS_LEAK,111
650,33.5,0,728.8,35.4,-35.6,-1.92,GAS_LEAK,185
692,44.8,0,704.8,36.8,-24,1.44,GAS_LEAK,211
874,41.7,0,746.2,37.9,41.4,1.08,GAS_LEAK,123
909,34.7,0,756.8,36.6,10.6,-1.3,GAS_LEAK,132
858,42.3,0,796.6,39.4,39.8,2.8,GAS_LEAK,132
704,41.3,0,807.4,41,10.8,1.56,GAS_LEAK,141
829,41.5,0,834.8,40.3,27.4,-0.66,GAS_LEAK,268
777,34.5,0,815.4,38.9,-19.4,-1.44,GAS_LEAK,268
721,39.1,0,777.8,39.7,-37.6,0.88,GAS_LEAK,293
826,42.4,0,771.4,39.8,-6.4,0.02,GAS_LEAK,245
724,40.7,0,775.4,39.6,4,-0.12,GAS_LEAK,264
949,40.3,0,799.4,39.4,24,-0.24,GAS_LEAK,107
948,44.3,0,833.6,41.4,34.2,1.96,GAS_LEAK,266
926,41.4,0,874.6,41.8,41,0.46,GAS_LEAK,215
866,47.9,0,882.6,42.9,8,1.1,GAS_LEAK,107
816,42.4,0,901,43.3,18.4,0.34,GAS_LEAK,284
944,50.3,0,900,45.3,-1,2,GAS_LEAK,172
805,41.6,0,871.4,44.7,-28.6,-0.54,GAS_LEAK,294
785,47.6,0,843.2,46,-28.2,1.24,GAS_LEAK,114
698,36.8,0,809.6,43.7,-33.6,-2.22,GAS_LEAK,199
965,52,0,839.4,45.7,29.8,1.92,GAS_LEAK,200
719,38.7,0,794.4,43.3,-45,-2.32,GAS_LEAK,224
664,36.9,0,766.2,42.4,-28.2,-0.94,GAS_LEAK,203
905,45.4,0,790.2,42,24,-0.44,GAS_LEAK,273
845,38.6,0,819.6,42.3,29.4,0.36,GAS_LEAK,245
800,36.3,0,786.6,39.2,-33,-3.14,GAS_LEAK,195
890,40.2,0,820.8,39.5,34.2,0.3,GAS_LEAK,268
807,40,0,849.4,40.1,28.6,0.62,GAS_LEAK,142
935,44,0,855.4,39.8,6,-0.28,GAS_LEAK,119
650,36.6,0,816.4,39.4,-39,-0.4,GAS_LEAK,111
969,28.9,0,850.2,37.9,33.8,-1.48,GAS_LEAK,272
778,38.7,0,827.8,37.6,-22.4,-0.3,GAS_LEAK,188
819,46.8,0,830.2,39,2.4,1.36,GAS_LEAK,208
804,39,0,804,38,-26.2,-1,GAS_LEAK,110
799,31.2,0,833.8,36.9,29.8,-1.08,GAS_LEAK,187
952,34.6,0,830.4,38.1,-3.4,1.14,GAS_LEAK,140
1010,41.3,0,876.8,38.6,46.4,0.52,GAS_LEAK,244
848,32,0,882.6,35.6,5.8,-2.96,GAS_LEAK,168
821,38.3,0,886,35.5,3.4,-0.14,GAS_LEAK,242
1004,47.3,0,927,38.7,41,3.22,GAS_LEAK,294
838,30.8,0,904.2,37.9,-22.8,-0.76,GAS_LEAK,131
980,41.9,0,898.2,38.1,-6,0.12,GAS_LEAK,121
983,36.7,0,925.2,39,27,0.94,GAS_LEAK,108
650,41,0,891,39.5,-34.2,0.54,GAS_LEAK,225
848,33.8,0,859.8,36.8,-31.2,-2.7,GAS_LEAK,216
931,48.7,0,878.4,40.4,18.6,3.58,GAS_LEAK,270
727,38,0,827.8,39.6,-50.6,-0.78,GAS_LEAK,295
902,40.5,0,811.6,40.4,-16.2,0.76,GAS_LEAK,165
748,37.9,0,831.2,39.8,19.6,-0.62,GAS_LEAK,142
822,29,0,826,38.8,-5.2,-0.96,GAS_LEAK,252
862,45.8,0,812.2,38.2,-13.8,-0.58,GAS_LEAK,199
902,27,0,847.2,36,35,-2.2,GAS_LEAK,118
943,48.3,0,855.4,37.6,8.2,1.56,GAS_LEAK,203
814,41.9,0,868.6,38.4,13.2,0.8,GAS_LEAK,272
871,46.2,0,878.4,41.8,9.8,3.44,GAS_LEAK,230
892,34.6,0,884.4,39.6,6,-2.24,GAS_LEAK,184
798,36.7,0,863.6,41.5,-20.8,1.94,GAS_LEAK,235
963,34,0,867.6,38.7,4,-2.86,GAS_LEAK,226
854,43.9,0,875.6,39.1,8,0.4,GAS_LEAK,231
967,37.6,0,894.8,37.4,19.2,-1.72,GAS_LEAK,216
884,29.1,0,893.2,36.3,-1.6,-1.1,GAS_LEAK,142
929,35.6,0,919.4,36,26.2,-0.22,GAS_LEAK,107
847,42.4,0,896.2,37.7,-23.2,1.68,GAS_LEAK,175
910,30.8,0,907.4,35.1,11.2,-2.62,GAS_LEAK,144
859,32.2,0,885.8,34,-21.6,-1.08,GAS_LEAK,184
772,43.2,0,863.4,36.8,-22.4,2.82,GAS_LEAK,273
843,27,0,846.2,35.1,-17.2,-1.72,GAS_LEAK,297
939,33.2,0,864.6,33.3,18.4,-1.84,GAS_LEAK,254
776,35.3,0,837.8,34.2,-26.8,0.9,GAS_LEAK,246
878,36.4,0,841.6,35,3.8,0.84,GAS_LEAK,115
1023,47.9,0,891.8,36,50.2,0.94,GAS_LEAK,249
770,32.1,0,877.2,37,-14.6,1.02,GAS_LEAK,283
905,34.3,0,870.4,37.2,-6.8,0.22,GAS_LEAK,129
783,51.3,0,871.8,40.4,1.4,3.2,GAS_LEAK,204
845,30.5,0,865.2,39.2,-6.6,-1.18,GAS_LEAK,100
943,30.7,0,849.2,35.8,-16,-3.44,GAS_LEAK,250
899,30.8,0,875,35.5,25.8,-0.26,GAS_LEAK,281
955,32.7,0,885,35.2,10,-0.32,GAS_LEAK,213
799,33,0,888.2,31.5,3.2,-3.66,GAS_LEAK,226
842,35.8,0,887.6,32.6,-0.6,1.06,GAS_LEAK,124
812,29,0,861.4,32.3,-26.2,-0.34,GAS_LEAK,223
740,37.2,0,829.6,33.5,-31.8,1.28,GAS_LEAK,199
829,40.4,0,804.4,35.1,-25.2,1.54,GAS_LEAK,119
879,40.5,0,820.4,36.6,16,1.5,GAS_LEAK,272
782,39.4,0,808.4,37.3,-12,0.72,GAS_LEAK,287
703,32.6,0,786.6,38,-21.8,0.72,GAS_LEAK,270
991,49.3,0,836.8,40.4,50.2,2.42,GAS_LEAK,268
950,27.4,0,861,37.8,24.2,-2.6,GAS_LEAK,251
902,37.8,0,865.6,37.3,4.6,-0.54,GAS_LEAK,277
752,41,0,859.6,37.6,-6,0.32,GAS_LEAK,133
1023,31.5,0,923.6,37.4,64,-0.22,GAS_LEAK,299
650,36.6,0,855.4,34.9,-68.2,-2.54,GAS_LEAK,108
887,35.9,0,842.8,36.6,-12.6,1.7,GAS_LEAK,111
800,49.8,0,822.4,39,-20.4,2.4,GAS_LEAK,294
973,34,0,866.6,37.6,44.2,-1.4,GAS_LEAK,143
865,37.9,0,835,38.8,-31.6,1.28,GAS_LEAK,264
817,42.6,0,868.4,40,33.4,1.2,GAS_LEAK,295
745,30.4,0,840,38.9,-28.4,-1.1,GAS_LEAK,103
868,32.6,0,853.6,35.5,13.6,-3.44,GAS_LEAK,145
735,32.8,0,806,35.3,-47.6,-0.24,GAS_LEAK,279
969,33.7,0,826.8,34.4,20.8,-0.84,GAS_LEAK,195
757,40.5,0,814.8,34,-12,-0.42,GAS_LEAK,288
985,21.9,0,862.8,32.3,48,-1.7,GAS_LEAK,217
925,39.9,0,874.2,33.8,11.4,1.46,GAS_LEAK,146
961,33.8,0,919.4,34,45.2,0.2,GAS_LEAK,228
926,47,0,910.8,36.6,-8.6,2.66,GAS_LEAK,124
894,34.9,0,938.2,35.5,27.4,-1.12,GAS_LEAK,238
848,35.9,0,910.8,38.3,-27.4,2.8,GAS_LEAK,230
650,25.6,0,855.8,35.4,-55,-2.86,GAS_LEAK,194
947,37,0,853,36.1,-2.8,0.64,GAS_LEAK,135
905,44.8,0,848.8,35.6,-4.2,-0.44,GAS_LEAK,165
997,35.8,0,869.4,35.8,20.6,0.18,GAS_LEAK,299
892,38.7,0,878.2,36.4,8.8,0.56,GAS_LEAK,186
824,28.6,0,913,37,34.8,0.6,GAS_LEAK,108
838,33.1,0,891.2,36.2,-21.8,-0.78,GAS_LEAK,199
798,29,0,869.8,33,-21.4,-3.16,GAS_LEAK,235
779,25,0,826.2,30.9,-43.6,-2.16,GAS_LEAK,202
866,34.9,0,821,30.1,-5.2,-0.76,GAS_LEAK,149
961,26.4,0,848.4,29.7,27.4,-0.44,GAS_LEAK,282
715,31.5,0,823.8,29.4,-24.6,-0.32,GAS_LEAK,244
684,42.1,0,801,32,-22.8,2.62,GAS_LEAK,204
789,32.7,0,803,33.5,2,1.54,GAS_LEAK,270
940,36.5,0,817.8,33.8,14.8,0.32,GAS_LEAK,280
886,36.7,0,802.8,35.9,-15,2.06,GAS_LEAK,207
723,35.6,0,804.4,36.7,1.6,0.82,GAS_LEAK,294
845,45.4,0,836.6,37.4,32.2,0.66,GAS_LEAK,249
714,39.6,0,821.6,38.8,-15,1.38,GAS_LEAK,236
934,38.5,0,820.4,39.2,-1.2,0.4,GAS_LEAK,278
770,35.4,0,797.2,38.9,-23.2,-0.26,GAS_LEAK,230
680,37.5,0,788.6,39.3,-8.6,0.38,GAS_LEAK,269
684,32.3,0,756.4,36.7,-32.2,-2.62,GAS_LEAK,167
894,33.9,0,792.4,35.5,36,-1.14,GAS_LEAK,264
854,42.6,0,776.4,36.3,-16,0.82,GAS_LEAK,244
860,44.3,0,794.4,38.1,18,1.78,GAS_LEAK,279
899,29.2,0,838.2,36.5,43.8,-1.66,GAS_LEAK,211
696,37.4,0,840.6,37.5,2.4,1.02,GAS_LEAK,296
923,43.5,0,846.4,39.4,5.8,1.92,GAS_LEAK,297
860,30.2,0,847.6,36.9,1.2,-2.48,GAS_LEAK,229
893,30.5,0,854.2,34.2,6.6,-2.76,GAS_LEAK,253
889,27,0,852.2,33.7,-2,-0.44,GAS_LEAK,161
928,43.3,0,898.6,34.9,46.4,1.18,GAS_LEAK,254
819,38.5,0,877.8,33.9,-20.8,-1,GAS_LEAK,222
918,24,0,889.4,32.7,11.6,-1.24,GAS_LEAK,235
781,30.6,0,867,32.7,-22.4,0.02,GAS_LEAK,236
840,36.1,0,857.2,34.5,-9.8,1.82,GAS_LEAK,135
830,42.6,0,837.6,34.4,-19.6,-0.14,GAS_LEAK,170
841,32,0,842,33.1,4.4,-1.3,GAS_LEAK,222
923,28.2,0,843,33.9,1,0.84,GAS_LEAK,177
967,27.9,0,880.2,33.4,37.2,-0.54,GAS_LEAK,288
1023,25.4,0,916.8,31.2,36.6,-2.14,GAS_LEAK,145
1001,34.7,0,951,29.6,34.2,-1.58,GAS_LEAK,175
789,33.6,0,940.6,30,-10.4,0.32,GAS_LEAK,142
848,40.1,0,925.6,32.3,-15,2.38,GAS_LEAK,194
828,42,0,897.8,35.2,-27.8,2.82,GAS_LEAK,199
817,39.7,0,856.6,38,-41.2,2.86,GAS_LEAK,266
742,35.9,0,804.8,38.3,-51.8,0.24,GAS_LEAK,175
860,45.1,0,819,40.6,14.2,2.3,GAS_LEAK,237
712,32.8,0,791.8,39.1,-27.2,-1.46,GAS_LEAK,158
842,33.2,0,794.6,37.3,2.8,-1.76,GAS_LEAK,186
828,48.1,0,796.8,39,2.2,1.68,GAS_LEAK,270
873,35,0,823,38.8,26.2,-0.18,GAS_LEAK,142
938,24.7,0,838.6,34.8,15.6,-4.08,GAS_LEAK,165
918,33.3,0,879.8,34.9,41.2,0.1,GAS_LEAK,204
891,30.6,0,889.6,34.3,9.8,-0.52,GAS_LEAK,148
